index,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,data_source,endedness,genetically_modified,nonzero_mean,output_type,gtex_tissue,histone_mark,transcription_factor
1071,UBERON:0008952 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,encode,single,false,0.8664360642433167,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
1072,UBERON:0008952 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,encode,single,false,0.8021848201751709,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
1073,UBERON:0008953 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,encode,single,false,0.8131684064865112,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
1074,UBERON:0008953 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,encode,single,false,0.8400024771690369,OutputType.CHIP_HISTONE,NaN,H3K27me3,NaN
1075,UBERON:0008953 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,encode,single,false,0.8133916854858398,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
1076,UBERON:0008953 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,encode,single,false,0.8141807317733765,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
1077,UBERON:0008953 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,encode,single,false,0.8252076506614685,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
1078,UBERON:0008953 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0008953,lower lobe of left lung,tissue,adult,encode,single,false,0.8201392889022827,OutputType.CHIP_HISTONE,NaN,H3K9me3,NaN
1079,UBERON:0009834 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,encode,single,false,0.7915490865707397,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
1080,UBERON:0009834 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,encode,single,false,0.8048524856567383,OutputType.CHIP_HISTONE,NaN,H3K27me3,NaN
1081,UBERON:0009834 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,encode,single,false,0.8312941193580627,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
1082,UBERON:0009834 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,encode,single,false,0.8213521838188171,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
1083,UBERON:0009834 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,encode,single,false,0.795435905456543,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
1084,UBERON:0009834 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,encode,single,false,1.0359257459640503,OutputType.CHIP_HISTONE,NaN,H3K9ac,NaN
1085,UBERON:0011907 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,encode,single,false,0.7793625593185425,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
1086,UBERON:0011907 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,encode,single,false,1.0060234069824219,OutputType.CHIP_HISTONE,NaN,H3K27me3,NaN
1087,UBERON:0011907 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,encode,single,false,0.8559026122093201,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
1088,UBERON:0011907 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,encode,single,false,0.7837246656417847,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
1089,UBERON:0011907 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,encode,single,false,0.7359679341316223,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
1090,UBERON:0012488 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,encode,single,false,0.988544225692749,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
1091,UBERON:0012488 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,encode,single,false,0.8478550910949707,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
1092,UBERON:0012488 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,encode,single,false,1.4443985223770142,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
1093,UBERON:0012488 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,encode,single,false,0.8497915267944336,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
1094,UBERON:0012488 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0012488,muscle layer of duodenum,tissue,adult,encode,single,false,1.749129295349121,OutputType.CHIP_HISTONE,NaN,H3K9me3,NaN
1095,UBERON:0012489 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,encode,single,false,1.6868175268173218,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
1096,UBERON:0012489 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,encode,single,false,0.9592627882957458,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
1097,UBERON:0012489 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,encode,single,false,0.9385117888450623,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
1098,UBERON:0012489 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,encode,single,false,0.8421162962913513,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
1099,UBERON:0012489 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0012489,muscle layer of colon,tissue,adult,encode,single,false,0.8927491307258606,OutputType.CHIP_HISTONE,NaN,H3K9ac,NaN
1100,UBERON:0014455 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,encode,single,false,1.372426986694336,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
1101,UBERON:0014455 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,encode,single,false,0.7572541832923889,OutputType.CHIP_HISTONE,NaN,H3K27me3,NaN
1102,UBERON:0014455 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,encode,single,false,0.7747286558151245,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
1103,UBERON:0014455 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,encode,single,false,0.8434963822364807,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
1104,UBERON:0014455 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,encode,single,false,0.7925373911857605,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
1105,UBERON:0014455 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,encode,single,false,0.7789035439491272,OutputType.CHIP_HISTONE,NaN,H3K9ac,NaN
1106,UBERON:0014455 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,adult,encode,single,false,0.8017343878746033,OutputType.CHIP_HISTONE,NaN,H3K9me3,NaN
1107,UBERON:0018112 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0018112,rectal smooth muscle tissue,tissue,adult,encode,single,false,1.4903203248977661,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
1108,UBERON:0018112 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0018112,rectal smooth muscle tissue,tissue,adult,encode,single,false,1.1542083024978638,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
1109,UBERON:0018112 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0018112,rectal smooth muscle tissue,tissue,adult,encode,single,false,0.9858405590057373,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
1110,UBERON:0018112 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0018112,rectal smooth muscle tissue,tissue,adult,encode,single,false,1.2279937267303467,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
1111,UBERON:0036149 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,encode,single,false,0.8285009860992432,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
1112,UBERON:0036149 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,encode,single,false,0.8321241736412048,OutputType.CHIP_HISTONE,NaN,H3K27me3,NaN
1113,UBERON:0036149 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,encode,single,false,0.8314632773399353,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
1114,UBERON:0036149 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,encode,single,false,0.8719038963317871,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
1115,UBERON:0036149 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0036149,suprapubic skin,tissue,adult,encode,single,false,0.9653574824333191,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
0,CL:0000062 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000062,osteoblast,primary_cell,unknown,encode,single,false,1.4646735191345215,OutputType.CHIP_TF,NaN,NaN,CTCF
1,CL:0000115 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000115,endothelial cell,in_vitro_differentiated_cells,adult,encode,single,false,0.8410728573799133,OutputType.CHIP_TF,NaN,NaN,CTCF
2,CL:0000127 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,encode,single,false,1.3933230638504028,OutputType.CHIP_TF,NaN,NaN,CTCF
3,CL:0000127 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,encode,single,false,0.9597448110580444,OutputType.CHIP_TF,NaN,NaN,EZH2
4,CL:0000137 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000137,osteocyte,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8397707939147949,OutputType.CHIP_TF,NaN,NaN,CTCF
5,CL:0000138 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000138,chondrocyte,in_vitro_differentiated_cells,embryonic,encode,single,false,0.890338122844696,OutputType.CHIP_TF,NaN,NaN,CTCF
6,CL:0000169 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000169,type B pancreatic cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8720378875732422,OutputType.CHIP_TF,NaN,NaN,CTCF
7,CL:0000182 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8334417343139648,OutputType.CHIP_TF,NaN,NaN,EZH2
8,CL:0000223 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000223,endodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8123546838760376,OutputType.CHIP_TF,NaN,NaN,CTCF
9,CL:0000236 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000236,B cell,primary_cell,adult,encode,single,false,0.8002703189849854,OutputType.CHIP_TF,NaN,NaN,CTCF
10,CL:0000312 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000312,keratinocyte,primary_cell,unknown,encode,single,false,1.284648060798645,OutputType.CHIP_TF,NaN,NaN,CTCF
11,CL:0000312 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0000312,keratinocyte,primary_cell,unknown,encode,single,false,0.9830278158187866,OutputType.CHIP_TF,NaN,NaN,EZH2
12,CL:0000515 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000515,skeletal muscle myoblast,primary_cell,adult,encode,single,false,1.5029479265213013,OutputType.CHIP_TF,NaN,NaN,CTCF
13,CL:0000623 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000623,natural killer cell,primary_cell,adult,encode,single,false,0.7805054783821106,OutputType.CHIP_TF,NaN,NaN,CTCF
14,CL:0000624 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000624,"CD4-positive, alpha-beta T cell",primary_cell,adult,encode,single,false,0.7936105728149414,OutputType.CHIP_TF,NaN,NaN,CTCF
15,CL:0000625 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000625,"CD8-positive, alpha-beta T cell",primary_cell,adult,encode,single,false,0.7929967045783997,OutputType.CHIP_TF,NaN,NaN,CTCF
16,CL:0000679 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,adult,encode,single,false,0.7829425930976868,OutputType.CHIP_TF,NaN,NaN,CTCF
17,"CL:0000679 TF ChIP-seq EGR1 male adult (30 years) genetically modified (insertion) using CRISPR targeting H. sapiens EGR1, genetically modified (insertion) using TALEN inserting M. musculus Neurog2",.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,unknown,encode,paired,true,0.8382269144058228,OutputType.CHIP_TF,NaN,NaN,EGR1
18,"CL:0000679 TF ChIP-seq FOSL1 male adult (30 years) genetically modified (insertion) using CRISPR targeting H. sapiens FOSL1, genetically modified (insertion) using TALEN inserting M. musculus Neurog2",.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,unknown,encode,paired,true,0.8304189443588257,OutputType.CHIP_TF,NaN,NaN,FOSL1
19,"CL:0000679 TF ChIP-seq ID3 male adult (30 years) genetically modified (insertion) using CRISPR targeting H. sapiens ID3, genetically modified (insertion) using TALEN inserting M. musculus Neurog2",.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,unknown,encode,paired,true,0.804589033126831,OutputType.CHIP_TF,NaN,NaN,ID3
20,"CL:0000679 TF ChIP-seq TOX4 male adult (30 years) genetically modified (insertion) using CRISPR targeting H. sapiens TOX4, genetically modified (insertion) using TALEN inserting M. musculus Neurog2",.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,unknown,encode,paired,true,0.8099984526634216,OutputType.CHIP_TF,NaN,NaN,TOX4
21,CL:0000706 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000706,choroid plexus epithelial cell,primary_cell,unknown,encode,single,false,1.1716891527175903,OutputType.CHIP_TF,NaN,NaN,CTCF
22,CL:0000746 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000746,cardiac muscle cell,primary_cell,unknown,encode,single,false,1.1875473260879517,OutputType.CHIP_TF,NaN,NaN,CTCF
23,CL:0000765 TF ChIP-seq POLR2A,.,TF ChIP-seq,CL:0000765,erythroblast,primary_cell,unknown,encode,single,false,0.7051907181739807,OutputType.CHIP_TF,NaN,NaN,POLR2A
24,CL:0000775 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000775,neutrophil,primary_cell,unknown,encode,single,false,0.8925449848175049,OutputType.CHIP_TF,NaN,NaN,CTCF
25,CL:0001054 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0001054,CD14-positive monocyte,primary_cell,adult,encode,single,false,0.818491518497467,OutputType.CHIP_TF,NaN,NaN,CTCF
26,CL:0002231 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002231,epithelial cell of prostate,primary_cell,unknown,encode,paired,false,0.8511254787445068,OutputType.CHIP_TF,NaN,NaN,CTCF
27,CL:0002306 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002306,epithelial cell of proximal tubule,primary_cell,unknown,encode,single,false,1.1598252058029175,OutputType.CHIP_TF,NaN,NaN,CTCF
28,CL:0002319 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,encode,paired,false,0.749674916267395,OutputType.CHIP_TF,NaN,NaN,CTCF
29,CL:0002319 TF ChIP-seq POLR2AphosphoS5,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.1463578939437866,OutputType.CHIP_TF,NaN,NaN,POLR2AphosphoS5
30,CL:0002319 TF ChIP-seq RAD21,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,encode,paired,false,0.7380885481834412,OutputType.CHIP_TF,NaN,NaN,RAD21
31,CL:0002319 TF ChIP-seq REST,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.9162198305130005,OutputType.CHIP_TF,NaN,NaN,REST
32,CL:0002319 TF ChIP-seq TAF1,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.1392011642456055,OutputType.CHIP_TF,NaN,NaN,TAF1
33,CL:0002327 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002327,mammary epithelial cell,primary_cell,unknown,encode,single,false,1.2450836896896362,OutputType.CHIP_TF,NaN,NaN,CTCF
34,CL:0002327 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0002327,mammary epithelial cell,primary_cell,adult,encode,single,false,0.8944395780563354,OutputType.CHIP_TF,NaN,NaN,EZH2
35,CL:0002328 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002328,bronchial epithelial cell,primary_cell,unknown,encode,single,false,3.005260705947876,OutputType.CHIP_TF,NaN,NaN,CTCF
36,CL:0002351 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002351,progenitor cell of endocrine pancreas,in_vitro_differentiated_cells,embryonic,encode,single,false,1.2307456731796265,OutputType.CHIP_TF,NaN,NaN,CTCF
37,CL:0002518 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002518,kidney epithelial cell,primary_cell,unknown,encode,single,false,2.4211244583129883,OutputType.CHIP_TF,NaN,NaN,CTCF
38,CL:0002547 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002547,fibroblast of the aortic adventitia,primary_cell,unknown,encode,single,false,1.274598240852356,OutputType.CHIP_TF,NaN,NaN,CTCF
39,CL:0002548 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002548,cardiac fibroblast,primary_cell,adult,encode,single,false,1.8718514442443848,OutputType.CHIP_TF,NaN,NaN,CTCF
40,CL:0002551 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002551,fibroblast of dermis,primary_cell,unknown,encode,single,false,1.3799303770065308,OutputType.CHIP_TF,NaN,NaN,CTCF
41,CL:0002553 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002553,fibroblast of lung,primary_cell,adult,encode,single,false,1.415972352027893,OutputType.CHIP_TF,NaN,NaN,CTCF
42,CL:0002555 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002555,fibroblast of mammary gland,primary_cell,unknown,encode,single,false,1.4035091400146484,OutputType.CHIP_TF,NaN,NaN,CTCF
43,CL:0002557 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002557,fibroblast of pulmonary artery,primary_cell,unknown,encode,single,false,1.0201530456542969,OutputType.CHIP_TF,NaN,NaN,CTCF
44,CL:0002558 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002558,fibroblast of villous mesenchyme,primary_cell,unknown,encode,single,false,1.4273262023925781,OutputType.CHIP_TF,NaN,NaN,CTCF
45,CL:0002586 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002586,retinal pigment epithelial cell,primary_cell,unknown,encode,single,false,1.1003386974334717,OutputType.CHIP_TF,NaN,NaN,CTCF
46,CL:0002606 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002606,astrocyte of the spinal cord,primary_cell,unknown,encode,single,false,1.3928760290145874,OutputType.CHIP_TF,NaN,NaN,CTCF
47,CL:0002618 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,encode,single,false,1.7536685466766357,OutputType.CHIP_TF,NaN,NaN,CTCF
48,CL:0002618 TF ChIP-seq FOS,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,encode,single,false,0.8669484257698059,OutputType.CHIP_TF,NaN,NaN,FOS
49,CL:0002618 TF ChIP-seq GATA2,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,encode,single,false,0.906671404838562,OutputType.CHIP_TF,NaN,NaN,GATA2
50,CL:0002618 TF ChIP-seq JUN,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,encode,single,false,1.0919190645217896,OutputType.CHIP_TF,NaN,NaN,JUN
51,CL:0002618 TF ChIP-seq MAX,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,encode,single,false,1.7286514043807983,OutputType.CHIP_TF,NaN,NaN,MAX
52,CL:0002618 TF ChIP-seq MYC,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,encode,single,false,3.5041909217834473,OutputType.CHIP_TF,NaN,NaN,MYC
53,CL:0002618 TF ChIP-seq POLR2A,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,encode,single,false,0.8315737843513489,OutputType.CHIP_TF,NaN,NaN,POLR2A
54,CL:0002618 TF ChIP-seq POLR2AphosphoS5,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,encode,single,false,1.443261742591858,OutputType.CHIP_TF,NaN,NaN,POLR2AphosphoS5
55,CL:0011012 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0011012,neural crest cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.81313556432724,OutputType.CHIP_TF,NaN,NaN,CTCF
56,CL:0011019 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0011019,mesothelial cell of epicardium,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8631079792976379,OutputType.CHIP_TF,NaN,NaN,CTCF
57,CL:0011020 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.7950738668441772,OutputType.CHIP_TF,NaN,NaN,CTCF
58,CL:0011020 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8302525281906128,OutputType.CHIP_TF,NaN,NaN,EZH2
59,CL:0011020 TF ChIP-seq EZH2phosphoT487,.,TF ChIP-seq,CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8300772309303284,OutputType.CHIP_TF,NaN,NaN,EZH2phosphoT487
60,CL:1001606 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:1001606,foreskin keratinocyte,primary_cell,newborn,encode,paired,false,0.7444242238998413,OutputType.CHIP_TF,NaN,NaN,CTCF
61,CL:1001608 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:1001608,foreskin fibroblast,primary_cell,newborn,encode,single,false,2.1409077644348145,OutputType.CHIP_TF,NaN,NaN,CTCF
62,CL:2000044 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:2000044,brain microvascular endothelial cell,primary_cell,unknown,encode,single,false,1.4515867233276367,OutputType.CHIP_TF,NaN,NaN,CTCF
63,CLO:0021511 TF ChIP-seq CTCF,.,TF ChIP-seq,CLO:0021511,AG10803,cell_line,adult,encode,single,false,0.9827740788459778,OutputType.CHIP_TF,NaN,NaN,CTCF
64,CLO:0021752 TF ChIP-seq CTCF,.,TF ChIP-seq,CLO:0021752,AG09309,cell_line,adult,encode,single,false,1.4461826086044312,OutputType.CHIP_TF,NaN,NaN,CTCF
65,CLO:0021754 TF ChIP-seq CTCF,.,TF ChIP-seq,CLO:0021754,AG09319,cell_line,adult,encode,single,false,1.1511443853378296,OutputType.CHIP_TF,NaN,NaN,CTCF
66,CLO:0034837 TF ChIP-seq CTCF,.,TF ChIP-seq,CLO:0034837,AG04449,cell_line,embryonic,encode,single,false,1.4299365282058716,OutputType.CHIP_TF,NaN,NaN,CTCF
67,EFO:0001086 TF ChIP-seq BCL3,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,encode,single,false,0.802237331867218,OutputType.CHIP_TF,NaN,NaN,BCL3
68,EFO:0001086 TF ChIP-seq CEBPB,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,encode,single,false,0.7535275816917419,OutputType.CHIP_TF,NaN,NaN,CEBPB
69,EFO:0001086 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,encode,single,false,0.7353132963180542,OutputType.CHIP_TF,NaN,NaN,CTCF
70,EFO:0001086 TF ChIP-seq E2F6,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,encode,single,false,0.9695870876312256,OutputType.CHIP_TF,NaN,NaN,E2F6
71,EFO:0001086 TF ChIP-seq EP300,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,encode,single,false,0.8210097551345825,OutputType.CHIP_TF,NaN,NaN,EP300
72,EFO:0001086 TF ChIP-seq FOSL2,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,encode,single,false,0.8825715184211731,OutputType.CHIP_TF,NaN,NaN,FOSL2
73,EFO:0001086 TF ChIP-seq FOSL2 genetically modified (insertion) using CRISPR targeting H. sapiens FOSL2,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,encode,paired,true,0.735476016998291,OutputType.CHIP_TF,NaN,NaN,FOSL2
74,EFO:0001086 TF ChIP-seq FOXF2 genetically modified (insertion) using CRISPR targeting H. sapiens FOXF2,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,encode,paired,true,0.7445882558822632,OutputType.CHIP_TF,NaN,NaN,FOXF2
75,EFO:0001086 TF ChIP-seq GATA3,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,encode,single,false,0.8463173508644104,OutputType.CHIP_TF,NaN,NaN,GATA3
76,EFO:0001086 TF ChIP-seq HOXB5 genetically modified (insertion) using CRISPR targeting H. sapiens HOXB5,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,encode,paired,true,0.7698033452033997,OutputType.CHIP_TF,NaN,NaN,HOXB5
77,EFO:0001086 TF ChIP-seq JUN,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,encode,single,false,0.7321662902832031,OutputType.CHIP_TF,NaN,NaN,JUN
